112,Fluffy,478,490,7462729,251,0
113,Styles+Clash,493,494,4956319,309,0
114,Chill,478,496,7610553,258,0
115,Tear+me+open,470,480,7887425,106,0
116,Undead+Billy+Mays+village,460,499,8121267,469,0
118,Bonus+village,484,442,0,77,9
119,jacobm9s+village,479,506,4479360,36,0
120,Ronald+Hood,473,489,8817751,189,0
121,anantrocks,490,480,9200001,243,0
122,coming+for+you,492,475,10832677,236,0
123,Doo+wop,478,488,9701647,221,0
124,kevinkvs+village,476,494,9755025,36,0
125,Zoquelles+village,474,485,2280599,213,0
126,...+Grind+Smart,487,491,9710325,212,0
127,Bonus+village,476,534,0,46,8
128,Alpha,476,512,9828090,190,0
129,Bonus+village,452,504,0,65,2
130,snurt,485,495,9870538,290,0
131,Noveria,495,480,9977926,211,0
132,Stormtails+village,478,486,9987268,206,0
133,Shownys+village,466,492,10039841,240,0
134,Bonus+village,532,498,0,57,7
135,02dagurs+village,486,478,10042104,167,0
136,Titan,470,483,10331058,248,0
137,Thinbluelines,484,490,10336075,245,0
138,Headquarters,483,511,10363247,347,0
139,Decent+Tendencies,488,494,10464203,227,0
140,Outlaw,472,504,10564021,159,0
141,valour,492,508,10598211,166,0
142,New+York,500,486,10605446,281,0
143,perasmyrs+village,480,483,10699565,36,0
144,We+are+flaking.,470,488,10739500,289,0
146,The+Tree+of+Life,473,478,10801892,191,0
147,Barbarian+village,471,493,0,40,0
148,001+.Sun.,478,499,10845842,241,0
149,Cheese+01,481,490,10154375,300,0
150,Kings+Landing,477,500,10173758,269,0
151,001,467,483,10861859,262,0
152,001,486,488,10872687,165,0
153,Bonus+village,481,529,0,52,5
154,Toads+Kingdom,484,505,10872922,149,0
155,Deadly+Seven,501,493,10893532,172,0
156,.+.+.+.+Ains+Ooal+Gown.+.+.+.,475,503,10902950,254,0
157,Waldrchs+village,487,499,10908299,36,0
158,Porre,487,488,10908966,204,0
159,Village+001,479,478,10909174,131,0
160,Ulredos+village,467,489,10909307,48,0
161,Platuruss+village,487,482,10909599,36,0
162,Nauzhror+Troll+Jr.s+village,474,484,10910010,36,0
163,ROCKET+.%3A1%3A.,475,493,10910394,127,0
164,Verbarmenologium,478,515,10910923,249,0
165,Zethas+village,466,486,10911188,204,0
166,close+encounter,510,520,268872,215,0
167,Devils+Den,506,530,8269446,281,0
168,Bonus+village,492,502,0,43,9
169,vickmillers+village,508,526,8252411,36,0
170,Bonus+village,472,550,0,67,7
171,wolfsgirl,508,519,10877027,216,0
172,bigbluw0lfs+village,507,520,10852071,119,0
173,Bonus+village,491,445,0,51,8
174,Venom,502,514,8699700,293,0
175,Badgers+with+hats,518,514,4607526,280,0
176,%21%21%211%21%21%21,507,514,10878824,183,0
177,%3F%3F1%3F%3F,506,515,10883873,154,0
178,Skids+Pad,515,520,10876065,171,0
179,NUTS+001,519,507,4857730,299,0
180,Not+my+first+time,517,513,10221101,291,0
181,Bonus+village,493,464,0,53,4
182,freaks+and+ghosts,518,515,10658831,192,0
183,Coven,502,475,3841335,165,0
184,King+of+the+damned,499,483,10888722,175,0
185,Bring+it+on,509,481,10889363,220,0
186,Shurima,508,471,10890200,245,0
187,Palomino,504,486,7781542,112,0
188,Gate+%23+1,523,526,450223,259,0
189,waynocs+village,524,522,1776976,320,0
190,schalkewwegangsts+village,531,532,4005178,36,0
191,The+Way+to+Hill+Nr1,533,527,10079809,81,0
192,Assassin,529,523,7782641,269,0
193,Tag+Your+It,521,514,8545791,233,0
194,%5B001%5D+-+My+first+wife,539,529,9498580,245,0
195,Lady+Maryjane+village,515,540,9600968,231,0
196,Lord+TomCats+village,515,517,9882120,136,0
197,Castel+of+AngryBunny,533,522,9907796,277,0
198,Bipss+village,532,524,9894092,36,0
199,village,541,529,9139526,255,0
200,vito01,541,517,9441955,228,0
201,LW01,538,525,10620512,224,0
202,sir+williamss+village,532,517,9960682,36,0
203,Venceremos,523,539,9970852,324,0
204,Assasin+1,542,533,10566934,243,0
205,...,496,472,1529200,280,0
206,Dark+Lord,492,482,1615959,290,0
207,001+Canucks,493,469,2093437,427,0
208,Nicholas,492,471,4151206,303,0
209,Bonus+village,473,554,0,38,3
210,to+turtle+or+not+to+turtle%3F,495,470,10571104,251,0
211,Black+flag+wallet+warrior,496,467,3406248,235,0
212,82.1.19,491,456,2146653,187,0
213,Achmeds+Kebab+Shop,496,470,1845722,265,0
214,dazebs+village,489,476,4160578,251,0
215,001+Hell+Eagles,499,470,2346126,293,0
216,The+Headquarter,497,480,2356740,297,0
217,Bonus+village,543,475,0,48,1
218,BAXTERCABS+01,480,469,2467188,288,0
219,Trinity+01,488,485,3185291,216,0
220,Bonus+village,459,456,0,52,8
221,Sup%21,502,479,7588182,209,0
222,Hostile+Valley,482,477,7765546,350,0
223,K44+001,496,454,7890413,277,0
224,TBS,485,468,9261994,356,0
225,Bonus+village,449,507,0,62,7
226,Earth,485,485,9532199,249,0
227,horse+it+into+me,502,484,9596197,333,0
228,Lord+Sokratess+village,508,470,9752275,263,0
229,Restart+now+to+save+time%21,510,465,3740073,157,0
230,The+Kodash+Bazaar,499,456,9973471,243,0
231,0001.+The+start+of+an+empire,505,478,10191752,305,0
232,001+Death+Is+The+Hunter,491,476,10199947,373,0
233,Akatsuki,490,453,10866278,270,0
234,001+Sawyer,512,473,10879873,315,0
240,Bonus+village,448,506,0,74,3
245,Barbarian+village,551,513,0,55,0
249,Forbidden+Kingdom,486,461,9111992,301,0
251,William+Anker,504,472,7943673,337,0
252,Barbarian+village,498,476,0,44,0
254,zalimbeys+village,510,474,340095,339,0
255,ozymandias4s+village,511,472,2141592,36,0
256,Barbarian+village,541,527,0,55,0
257,Bonus+village,463,459,0,75,4
258,TroubleMaker,503,468,10797929,79,0
259,Bonus+village,542,548,0,46,2
260,omer6167s+village,514,472,10836846,36,0
261,Grant682s+village,536,506,7882707,169,0
262,mmhussains+village+1,538,502,8350817,345,0
263,001+OFF+THE+RIP,529,500,9489419,252,0
264,scion,531,495,10558794,285,0
265,DiWi,530,509,9893613,262,0
266,BluePrintt25s+village,538,518,10254884,143,0
267,K55+Lukeville,541,507,10635927,210,0
268,HeXic+Recons+village,539,511,9519301,87,0
269,001+Beast,503,469,10668619,118,0
272,buell-trains+village,496,458,10851156,220,0
273,chutney123s+village,489,457,3786383,36,0
274,Q-Dance,502,458,10896417,214,0
275,HardCoreTimes+village,505,450,10896188,40,0
276,malecs+village,493,474,9870992,56,0
277,bosduds+village,501,457,10462180,55,0
278,mugen+tsukuyomi,518,499,9781743,204,0
279,Bonus+village,517,501,0,48,9
280,fear,516,504,10829194,238,0
281,oh+yes+oh+no,519,500,10845196,173,0
282,Bonus+village,460,450,0,57,1
283,realanswers+village,510,503,10849554,123,0
284,kings+Landing,504,473,738219,252,0
285,A+Main,507,465,2610293,257,0
286,devoran,500,470,3217164,225,0
287,cappy1s.+village,496,477,3894841,266,0
288,...,503,466,7635656,282,0
289,LVs+Roost,513,475,7690341,326,0
290,Always,512,459,7725195,283,0
291,farmer,513,457,2173922,279,0
292,RemnanceOfEvils+village,504,452,9914195,117,0
293,Wroc+Tehs+village,508,461,4731067,36,0
294,TCU,514,469,1970747,187,0
295,House+Of+Sim,526,462,10740538,277,0
296,Bring+IT,525,465,9355339,291,0
297,stains+place,500,468,8174836,322,0
298,skinnytoothpicks+village,516,469,8328912,376,0
299,LinxLair,519,460,10846812,305,0
300,barcarobs+village,519,471,9834579,36,0
301,Bonus+village,512,553,0,56,7
302,THIL,504,496,8786892,188,0
303,Evil+Tigeress+village,498,471,9782602,225,0
304,Barbarian+village,483,472,0,51,0
305,Bonus+village,506,507,0,68,9
306,Stronghold,511,465,9981708,327,0
307,Bonus+village,561,499,0,55,7
308,BeaversAddictions,498,462,10127607,275,0
309,JapMans+village,509,472,10269444,265,0
310,Sparta,502,481,10319486,219,0
311,0001+Clubhouse,515,480,10582746,267,0
312,Chocolate+Kush,499,477,10682696,273,0
313,Naked+and+Afraid,501,464,10753387,239,0
314,Lugs,526,474,10790254,303,0
315,Rock,503,477,10812416,334,0
316,Barbarian+village,540,474,0,48,0
317,Bonus+village,505,473,0,58,6
318,Temple+of+winds,519,487,10864482,300,0
319,S.H.A.R.K.,523,463,10884112,274,0
320,Bonus+village,512,508,0,52,9
321,Shurimas+Legacy,506,485,10890140,299,0
322,Tenochtitlan,523,477,10893297,271,0
323,001,509,465,10897488,248,0
324,resort+village,502,470,10899998,268,0
325,001,487,494,9712428,260,0
326,Peecos+village,486,498,10363105,36,0
327,Village,495,501,1247160,215,0
328,xyz,479,498,10876922,223,0
329,hahaha,486,491,754193,272,0
330,butterflys,484,497,10894761,219,0
332,Exile,475,471,4820699,278,0
333,001,472,478,4183779,309,0
334,the+system,469,487,10879792,233,0
335,BGriMs+village,467,473,10902551,112,0
336,Prespowdcubbs+village,466,482,10873183,54,0
337,Defiance_01,509,495,3728046,108,0
338,Dave+land,506,503,9743548,201,0
339,The+Sprawl,526,522,4773422,225,0
340,Enders+game,527,520,8392976,258,0
341,Bonus+village,560,502,0,38,1
342,Clarka+village,520,517,9945728,279,0
343,The+Dreadfort,518,522,10290192,232,0
344,tse+ma+ni,523,524,10852688,192,0
345,001,497,514,2512678,209,0
346,Alucard,500,505,3773128,152,0
347,Barbarian+village,446,495,0,56,0
348,001,499,516,9228777,251,0
349,000,509,507,9773064,154,0
350,001,496,508,10249686,351,0
351,Bonus+village,482,534,0,45,1
352,Saturnines+village,503,515,10475401,36,0
353,Bndits+001,504,502,10672384,184,0
354,Bonus+village,483,475,0,54,6
355,Who+Knows+Where,506,496,4694019,177,0
356,BrandNew01,487,502,10701310,263,0
357,001,507,511,10736379,248,0
358,Hells+Bells,497,536,10830093,269,0
359,001+-+TBC,507,518,10831486,370,0
360,Nashiboy99s+village,508,501,10842033,217,0
361,wolves+den,503,525,10864507,233,0
363,marcus,480,517,10868615,395,0
364,Bonus+village,471,523,0,45,9
365,Villa+1,499,503,10873455,263,0
366,big+samsons+village1,479,503,10909814,234,0
367,bertfoxs+village,499,518,9831954,43,0
368,UnderTakers+village,502,509,10888906,125,0
369,TRIPLE+Hs+village,500,514,10889038,40,0
370,Jorge1912s+village,509,515,10910195,36,0
371,Origin,475,502,9788358,243,0
372,Sip,474,505,9830714,269,0
373,Where%3F,484,509,9836651,303,0
374,just+restart+asap,485,507,9535369,286,0
375,punkcity,480,499,10593084,239,0
376,blah+blah+blah,483,489,10560210,232,0
377,Bonus+village,456,467,0,83,3
378,chaks+village,471,492,10524490,143,0
379,fckswiddits+village,483,497,10694458,36,0
380,Heaton,473,493,10909994,291,0
381,White+Drum+Tower,519,482,10396803,172,0
382,Kingdom+of+Heaven,472,480,10821069,223,0
383,jammyjamess+villag,469,489,10871399,246,0
384,stormer347,470,487,10871702,255,0
385,Ztqzs+village,471,483,10873743,247,0
386,Sans+Pareil.s+village,466,484,10909280,301,0
387,ITC,525,527,10314930,234,0
388,Hexoias+village,527,522,10809348,36,0
389,Pano1,534,535,10903362,95,0
390,Bonus+village,475,454,0,69,9
391,001+Black+Death,501,527,2956654,255,0
392,000,500,530,4694186,282,0
393,Bonus+village,468,452,0,67,1
394,001,495,522,7578479,217,0
395,willy111s+village,491,533,9704744,442,0
396,001,494,524,8146015,331,0
397,The+Police+Station,502,532,10900121,293,0
398,Thalamore,525,473,10909054,161,0
399,Running+Bears+village,508,468,9530295,36,0
400,Borg+Cube,513,500,4696941,149,0
401,Bonus+village,497,528,0,42,1
402,Asbestos.s+village,509,510,10670501,257,0
403,gibby,511,499,10690484,103,0
404,001,507,503,8636959,119,0
405,The+Chicken+Lords+village,512,493,4267557,36,0
406,Marajaxs+village,487,477,3492113,36,0
407,boy16s+village,485,483,9871575,36,0
408,YMG,496,485,9891995,310,0
409,001,535,490,8762099,248,0
410,001,534,493,10871431,285,0
411,001,536,487,9064214,224,0
412,Bolsonaro,531,486,10912246,230,0
413,DU+RIECHST+SO+GUT,538,488,10912252,38,0
414,K45.A01%3A+Espoz,529,494,3812468,196,0
415,ben027s+village,531,489,9020286,144,0
416,Bonus+village,521,561,0,67,8
417,K45.A01%3B+Lost+Souls,526,491,10196002,215,0
418,TheKingOfAnarchy,518,500,10498623,153,0
419,Knight+of+Shadows,527,481,10899516,254,0
420,Bonus+village,537,489,0,56,6
421,Zachsons,540,496,10899849,312,0
422,Oceanic+815s+village,541,495,10900097,264,0
423,Snake+eyes,521,493,1152572,295,0
424,Barbarian+village,521,491,0,71,0
425,Alpha+82,519,498,4943400,207,0
426,001,520,496,8482247,90,0
427,55+001,523,501,9538531,238,0
428,Barbarian+village,499,490,0,56,0
429,Andeus,531,491,10322056,269,0
430,Bonus+village,545,525,0,51,9
432,tuljanis+village,526,499,9738245,142,0
433,Alpha+001,527,498,10444313,200,0
434,Barbarian+village,542,499,0,50,0
435,Bonus+village,474,460,0,63,5
436,amdali511s+village,528,494,10535106,38,0
437,001+K45,525,491,10483577,253,0
438,522%7C499+1,522,499,10879700,228,0
439,DOUBLE18,525,507,7690452,339,0
440,ANTHEUS,527,501,8409979,338,0
441,Choo+choo+train+coming,530,494,3868802,393,0
442,Lost+Cause,518,494,4835446,228,0
443,BrownDog82s+village,515,508,3299408,250,0
444,indi,525,486,8642747,259,0
445,DON+KEE+KOK,520,502,9431362,243,0
448,cj77s+village,474,522,3445294,36,0
454,Bonus+village,527,513,0,53,4
456,Barbarian+village,552,472,0,76,0
458,jesuswita50cals+villages,465,516,9274935,209,0
459,Bonus+village,484,450,0,64,7
460,Chris27292s+village,455,513,9529848,48,0
465,The+Great+village,469,514,10911985,304,0
466,Bonus+village,474,495,0,53,8
468,Bigmaczrgoods+village,462,523,10092944,36,0
469,Kk90571s+village,465,505,10412106,36,0
471,INVATION,451,528,10818793,248,0
472,Labbsterinos+village,448,535,10573436,412,0
475,Barbarian+village,554,511,0,34,0
477,Barbarian+village,550,514,0,44,0
479,Bonus+village,527,511,0,82,4
488,Alpha,480,474,10535439,259,0
489,Currents,478,478,10840377,247,0
490,MKR,475,487,9249362,237,0
491,TAKE+82,488,481,9361266,184,0
492,001+%7C+NorrSkarr,506,535,779054,199,0
493,spicyketchups+village,505,538,9728967,36,0
494,Start%21,514,542,9592666,203,0
495,Yaourth,516,537,9520080,304,0
496,Selling+res,502,468,10170324,113,0
497,spongecake,504,463,10712467,236,0
505,Barbarian+village,475,553,0,63,0
506,Snipe+Trolls+Cave,511,545,10693752,375,0
509,Bonus+village,463,457,0,58,8
511,Nuketown,521,521,10868134,278,0
512,KINGS+NEVER+DIE,524,514,10870796,241,0
513,United-States-Sailors+village,519,535,10548574,36,0
514,Bonus+village,458,487,0,60,9
515,Houses+of+straw%3F,517,540,10911217,84,0
516,Lilutopia,473,515,8509126,306,0
517,legend08,516,487,1125382,214,0
518,R+K+O,518,480,9292443,272,0
519,001,531,484,4769603,175,0
520,Fuzions+village,532,481,10356537,252,0
521,Bonus+village,456,482,0,68,7
522,GreenTown,510,476,1372447,166,0
523,Black,514,471,818263,153,0
524,01+-+Throne,513,472,1184919,174,0
525,8662s+village,516,473,9240771,48,0
526,Quest+001,507,475,10034060,258,0
527,message+me+%3A+ressources+for+sale,516,483,10110178,246,0
528,001+D,524,473,10329542,208,0
529,berkc39s+village,522,458,10609780,160,0
530,The+Cleansing+001,508,464,10895588,263,0
531,1.+Das+Auge+der+Welt,477,517,209217,294,0
532,Noob+here,475,524,1846288,372,0
533,Aizman+village,486,525,4431986,253,0
534,Bonus+village,481,553,0,53,2
535,Apollo,468,522,4806232,275,0
536,Bonus+village,513,441,0,56,9
537,SUN+CITY,478,521,8194819,266,0
538,Earth,479,519,10565227,251,0
539,Bonus+village,507,541,0,57,4
540,Turkey,486,528,10328760,213,0
541,Mouse+Traps,488,519,9083374,260,0
542,hells,470,529,9209406,267,0
543,Watchers+of+the+wall,471,526,10444182,269,0
544,001,462,522,2429943,312,0
545,Alpha,472,528,10876799,289,0
546,001,468,520,10805787,288,0
547,Bonus+village,447,461,0,59,4
548,001,474,530,4154475,286,0
549,Lord+waleed+first+village,465,537,10709188,303,0
550,Ace+Leaders+village,465,523,10872479,36,0
551,001+Hydrogen,485,527,9961693,281,0
552,001+Kyoto,487,521,7986207,206,0
553,NoOneElses+village,498,510,10179687,307,0
554,K54+%7C+001,497,513,1739762,211,0
556,google.nices+village,477,526,10194629,239,0
557,Noxus,485,520,10586680,438,0
558,Barbarian+village,517,496,0,40,0
559,wall+level+0%3B%29,472,523,10598967,255,0
560,Athens,480,523,10873370,232,0
561,dr.athess+village,526,484,407930,280,0
562,Edinburgh,528,480,2261181,295,0
563,flag+it,534,491,2687446,256,0
564,Bonus+village,471,541,0,43,7
565,Hound+of+Shadow,521,487,3600688,277,0
566,Selo+moje+malo,525,480,4198905,229,0
567,prince+ramesh2s+village,516,482,4254801,36,0
568,Bonus+village,480,496,0,52,2
569,001,519,496,4603402,186,0
571,Echo+01,539,479,4801670,213,0
572,justinrs+village,526,467,7506798,312,0
573,Wolf+Pack,507,477,7755931,192,0
574,Star+Lord,520,491,8184099,200,0
575,habuhabu,531,494,8678654,225,0
576,Sparta,520,485,8779829,252,0
577,Isengard,528,474,9157494,241,0
578,001+A+Game+of+Thrones,533,488,9363611,308,0
579,Sins,534,486,9274700,265,0
580,Bisquitss+village,541,494,9772247,36,0
581,lord+luc123s+village,545,484,9772243,36,0
582,Mallacoota,542,483,9650640,224,0
583,001,538,474,9500782,280,0
584,A+head,519,464,9718833,316,0
585,Barbarian+village,452,499,0,54,0
587,I+will+farm+you,523,491,9828647,248,0
588,curlycupits+village,517,476,9868558,36,0
589,.45,533,480,10078112,149,0
590,WarZone,528,497,10166307,232,0
591,%7C01%7C+P.Act%21,546,488,10171441,337,0
592,Bonus+village,505,503,0,48,8
593,Wheres+my+cookies,524,488,10182944,173,0
594,American+Idiot,521,495,9552284,207,0
596,Bulgaria,532,492,10254998,287,0
597,kiera88s+village,531,483,10470188,197,0
598,SOLUPAs+village,526,475,10529181,132,0
599,warpath,517,480,10583904,261,0
600,Bonus+village,499,502,0,46,7
601,Home+and+Heart,520,473,4568652,166,0
603,Tenrou+Village,522,477,10673157,240,0
604,hasalas+village,540,482,10791591,225,0
605,Monster,530,468,10859557,240,0
606,Barbarian+village,520,543,0,76,0
607,sbroadys,540,493,10860481,265,0
609,Lucky,524,484,9296031,276,0
610,Barbarian+village,471,550,0,52,0
611,Girly+Town,528,490,10904022,153,0
612,Nutz101s+village,519,488,9110022,36,0
613,Devils+Lair+01,524,494,9974030,230,0
614,Barbarian+village,470,551,0,46,0
615,senne-001s+village,535,488,10873000,36,0
616,Samarys+village,525,482,4475711,339,0
617,Lutaw+lutaw,527,491,10844559,226,0
618,blandy1994,530,498,10884097,271,0
619,Scotty+to+Hotties+village,511,483,10887838,207,0
620,wise+foreing,530,475,10892538,229,0
621,OPRISAVCI,522,480,10893162,273,0
622,Apple+village,538,478,10900749,239,0
623,iDirtys,525,476,10901045,171,0
624,HillStreakBlues,540,488,10906028,243,0
625,acedeathbringers1+village,523,489,10910767,139,0
626,Alabastia,523,480,10910825,264,0
627,Portuguese+Powa,544,479,10912129,180,0
628,001,518,532,8676715,203,0
629,A+Smooth+Criminal,519,530,10410928,418,0
630,Bonus+village,547,459,0,62,9
631,ViciousMinds,509,525,10810745,223,0
632,One+Patriot+Place,493,527,4036204,163,0
633,Turgoviste,472,497,119397,112,0
634,kidd738s+village,468,507,2223359,244,0
635,Hope,469,494,3517858,332,0
636,Hades,465,501,9417141,270,0
637,Barbarian+village,464,473,0,93,0
638,Death,474,512,9872894,238,0
639,Dangerous,475,509,9646007,235,0
640,Barbarian+village,543,463,0,57,0
641,0001,484,499,9880765,303,0
642,Tuqka,474,494,10367379,344,0
643,19Alex97s+village,483,510,10710746,252,0
644,Tacky,515,523,10846523,182,0
645,Bonus+village,481,508,0,28,7
646,Eorzea,491,535,10898057,43,0
647,Barbarian+village,498,508,0,54,0
648,.%3A1%3A.+The+Shire,537,492,10419379,153,0
649,Wolf+Den,527,516,339648,223,0
650,dazza34s,526,520,2894315,275,0
651,Guelph,525,514,2978099,245,0
652,Try+me,538,510,3396902,256,0
653,IceHaven,529,529,7498658,321,0
654,001%3A+Matrix,543,519,8502815,288,0
655,Obsidian,532,508,9037073,309,0
656,Barbarian+village,495,557,0,76,0
657,Barbarian+Village,533,505,10372291,60,0
658,001+-+A+New+World,523,511,9153806,286,0
659,XxELEMENTxX,512,521,9350263,294,0
660,Farm.+001,527,504,9728297,329,0
661,001+Fighting+To+The+Death,506,508,9976450,238,0
662,Still+Cufur,529,513,10098584,248,0
663,001,532,525,10296329,116,0
664,Ready%3F,505,519,10578266,297,0
665,Barbarian+village,515,538,0,42,0
666,Wall-Mart+001,503,524,9498770,389,0
667,zanozanos+village1,508,521,2365031,209,0
668,ABADEH,495,525,1525355,289,0
669,arch04s+village,496,521,10557505,146,0
670,englishgallys+village,506,522,10625580,36,0
671,Dude.,515,521,2420807,188,0
672,Mongol+Empire+01,515,502,3463800,329,0
673,Bonus+village,481,455,0,68,8
674,XxMrsTheBlackHandxXs+village,526,519,10748697,259,0
675,bubbles+village,509,505,10778224,297,0
676,Shelobs+village,533,511,10778501,242,0
677,This+World+Is+Mine,524,507,10883286,280,0
678,Anonymous+Users+village,548,517,10909519,36,0
679,Spartans+Awhoo+Awhoo+%3AD+%21%21,519,536,10910558,252,0
680,maxy475s+village,508,495,8178119,477,0
681,Boo,511,486,10744368,373,0
682,DuFfMiEsTeRfLeXs+village,488,532,9287359,234,0
683,DiggTown+village,484,542,10404024,225,0
687,Barbarian+village,514,510,0,33,0
688,K55+-+1,504,523,3955018,315,0
689,paofort13s+village,495,515,4790090,36,0
690,I+am+back,496,529,7529722,227,0
693,Bonus+village,453,471,0,51,6
694,Barbarian+village,503,511,0,50,0
697,stranger.Lords+village,495,502,10291029,214,0
698,donkey+doo+village,492,511,2898364,234,0
699,BASH+-+Benign+Hate,522,514,10309616,427,0
700,Morgi786s+village,524,508,7806338,36,0
704,Olofens+village,517,506,10831330,36,0
705,Barbarian+village,440,510,0,39,0
709,-M-,508,505,10889198,268,0
711,001+-+Out+of+the+Closet,518,509,10909572,319,0
712,BASH+-+Xankou,506,539,10909686,321,0
713,immortals+village,514,519,10909749,82,0
714,Bonus+village,551,515,0,50,1
715,HYDRA,489,524,10874222,88,0
716,JamesBauers+village,508,465,10110718,81,0
717,Shaddowz,509,536,9093644,249,0
718,Natsu+Dragneel,510,533,10903511,284,0
719,JMC,505,533,10909998,224,0
720,JOHN.T.V.s+village+.,520,503,9670448,255,0
721,CR3W+Headquarters,509,466,9773870,228,0
722,bigdude180,507,470,9773878,214,0
723,CREW+Empire,515,471,10180021,287,0
724,Feuds,492,532,24949,199,0
725,king+yna+mooRhen,490,538,942721,225,0
726,Buko+Juice,485,526,1564590,238,0
727,Billy+Boy,487,535,2834599,302,0
728,Tallax,490,527,10128745,76,0
729,001,484,532,9736698,416,0
730,A1+Village,491,528,7700169,371,0
731,0001+Destroyer,489,532,9303967,230,0
732,Camp+1,489,537,9373849,273,0
733,Kosovo+is+Albania,501,543,9428228,269,0
735,gotham,492,549,9910649,281,0
736,Skull+Smasher,497,534,9973956,234,0
737,Village+of+the+Damned,488,537,10017341,259,0
738,Red+Rose+Corner,484,547,10048657,190,0
